item,weight
做主,4
太山,3
庙镇,3
交叉,8
审定,2
对照,11
逐户,8
4ec089b73a73429c86c119830254bed6,1
连云港,6
耐磨,3
钻头,5
生产厂家,2
螺旋,6
钻机,3
钻具,2
钻杆,1
厂家,5
新河县,4
卓晟,3
工程机械,1
制造厂,2
坐落于,4
河北省,20
城东,5
工业区,11
桩,15
工,22
占地,5
固定资产,10
邢台市,3
重点项目,21
行业龙头,2
中原,7
鼎新,1
曾多次,5
省部级,2
科技进步,3
成果奖,1
cfg,2
步履,1
履带式,1
扭矩,1
螺纹,3
挤密,2
hk,1
夯,2
扩机,1
占有率,1
wz,1
打桩机,1
cfg40,1
型长,1
机是,1
销往,4
国内外,15
好评,25
工法,2
专用设备,2
地基基础,1
突出贡献,6
走向世界,5
强有力,6
一带,39
我县,8
同行业,5
机械设备,3
高于一切,1
敬业,14
精业,1
勤业,1
乐业,1
恪守,6
德治,3
企,1
准则,6
产品质量,7
优质服务,15
方针,3
回报,12
调试,11
人员培训,2
诸多方面,1
保证体系,1
周到,4
新老朋友,1
真诚,7
科技部,2
科学技术,8
奖,9
奖励制度,1
改革方案,1
厅,20
科技厅,2
土木建筑,2
科技奖,1
评审,5
住所,3
建邺区,4
金沙江,1
西街,3
保利,1
剧院,3
统一安排,4
自理,7
1600,4
随从人员,1
自行安排,1
食宿,2
除外,3
资深,4
专家组,3
富水,1
软弱,1
地层,1
地铁,39
盾构,7
穿越,11
构,2
筑物,2
安全控制,1
关键技术,4
轨道交通,15
号线,6
双线,2
切削,1
根大,1
桥梁,20
基桩,1
570,1
幢,7
建筑物,9
斜交,1
诸多,7
领先水平,1
广泛应用,3
获评,13
发展潜力,8
科技人才,5
两聚,1
一高,1
战略部署,9
金融机构,8
高层次,3
苏州高新区,4
科创局,1
积极参与,20
生产力,6
协会,43
中国农业银行,2
中国银行,7
中国建设银行,2
评选活动,10
第二轮,3
面试,3
答辩,4
第三轮,2
筛选,10
颁奖仪式,2
微木,1
光华,1
医学工程,1
融硅,1
华芯,1
微电子,4
阅微,1
基因,10
优惠,6
信贷政策,1
金融服务,12
贷款,54
授信,2
利率,2
可至,1
基准利率,1
股权,9
投贷,1
内无本,1
转贷,1
知识产权,1
质押,3
海外,36
商务,10
量身,6
生命周期,2
高新科技,3
版块,3
招聘,13
风采,23
菜单栏,1
邮件,8
13092626090,1
热心,41
许伟,1
脱离,6
生命危险,7
景物,1
业,9
王一鸣,1
冲入,4
火场,15
灭火,20
煤气罐,7
朱金保,1
悉心,7
诊治,7
梅园,1
女民警,1
陶丽芳,1
心理学,4
之余,1
振泰,1
五金,4
鲁昌锦,1
一贯,3
五洋,1
东南角,1
大火,8
相城区,2
姚祥,1
倪,3
福清,1
忠于职守,1
企图,1
刺腹,1
徒手,11
尖刀,5
赤手空拳,1
夺刀,1
两度,14
无怨无悔,8
检疫局,10
嵇世华,1
献血,13
毫升,6
国检,1
六甲,2
捐助,7
吉宝香,1
细心,14
公婆,9
胜浦好,1
胜浦,1
新盛,1
社保,22
协理员,1
徐香珍,1
1150,1
多户,4
松陵,1
吴越,1
领秀,1
董,5
红星,1
环卫工,15
命悬,2
宝贵,10
潘春明,1
贫困山区,2
捐资助学,5
张家港市,2
乐余镇,1
联村,4
黄学明,1
就医,16
病榻,1
姐夫,1
精神失常,1
外甥,2
怨言,9
撑起,9
命运多舛,1
中撑,1
恩来,1
吴江,2
邮政,10
平望,1
普通职工,1
悉心照料,5
尤其,38
患有,15
阿尔兹,1
海默症,1
无微不至,7
突击队,11
特警,24
孙毅,1
从警,4
苦练,2
技能,52
武装,10
处突,3
玉祁,2
三八,3
妇女节,3
法制宣传,4
维权,24
妇联,48
活动室,9
家暴,10
剧,7
拉开序幕,4
生动,26
表演,30
博得,3
掌声,15
通俗易懂,4
深入浅出,3
小剧场,1
学法,4
知法,3
懂法,1
观众,19
保障法,1
进而,12
惠山,1
无锡市,12
惠山区,2
官方,18
huishanfulian,2
楼,26
坠下,3
本报讯,9
罗茜,1
陈莉,1
摄影,18
棉纺厂,3
惊险,4
冯宝宝,10
眼看,8
摔,4
危急,16
楼下,14
陈忠平,14
接住,7
身负重伤,2
重症,8
监护室,4
治疗,40
都市报,4
探视,1
颅内,1
出血,3
昏睡,1
杨惜,1
左腿,7
骨折,15
体重,5
多斤,3
高空,4
陈在,1
砸伤,5
地面,28
患处,1
躺,23
病床,6
翻来覆去,1
命,4
外婆,2
点半到,1
外孙女,5
客厅,5
沙发,2
关门,1
来时,4
傻眼,1
关上,2
大意,1
开锁,4
惊动,1
起身,9
插入,1
锁孔,1
屋后,5
窗户,5
情况危急,2
坠落,5
吓人,2
砸,15
雨棚,5
滚,3
相救,2
滑落,3
陈忠英,6
窗台,3
被子,9
楼梯口,2
落下,9
滚下,1
挡,5
停,37
估计,6
那样的话,1
极其,4
急救车,3
送入,4
涤纶厂,1
下岗职工,1
栋,11
协管,1
金冠,1
44,9
防盗窗,1
结实,3
和亲,1
椅子,3
洗菜,4
池,8
已到,1
见义勇为,14
表彰,30
高管,7
起到,25
示范作用,7
湖北省委,1
组织部,12
国开行,2
工行,5
黄冈,1
孝感,2
恩施,2
市州,3
挂职,25
副市,1
弥补,6
期满,1
金钥匙,1
人尽其才,2
专业人才,2
农业银行,3
部副,5
刘仁举,1
黄冈市,1
羊羊,1
得益,1
成型,7
黑山羊,1
孝感市,2
章,14
珂,2
世界银行,2
亿美元,7
低息贷款,2
咸宁市,2
何志雄,1
贺胜桥,1
实际行动,23
回京,1
铺就,2
已然,7
可见,6
克服,16
注重,61
心存,2
贡献力量,5
王晓璇,1
张亮,1
一图,1
速览,1
打算,14
李玉珠,1
责编,12
李文娟,1
on,1
三八红旗手,1
女神,1
call,1
315,1
大女,1
接力,10
宣讲,67
网上行,1
第三十,1
宁夏,11
推文,3
能量,38
标注,6
篇文章,3
吐,5
赞美,1
☺,1
逆袭,5
文明村,6
订阅,13
塘头,11
永州,5
江华瑶族自治县,1
沱江镇,2
几口,2
塘,12
几块,5
山多,1
地少,1
310,2
1162,1
建档立卡,34
125,5
544,1
0.5,7
两级,23
整村,5
列,11
全村人,4
纯收入,6
9200,1
告别,11
荣膺,1
精神文明,13
跃升,3
一例,2
罕见,10
敏,3
洒满,2
敏敏,6
崭新,8
马路,32
新村,15
院,28
欢歌笑语,2
小学生,15
看书,4
工作队,76
山乡,2
巨变,6
脑袋,3
先富,2
穷,4
快活,2
心态,8
我建,1
欠,6
扶,10
到来,25
财神爷,1
诉苦,1
要富,1
唤起,5
精气神,7
破除,5
村支,6
两委,15
村规民约,1
识贫,1
不漏,2
致贫,14
一户,14
环境卫生,16
校舍,6
冬日,8
暖阳下,1
传出,1
琅琅,1
书声,1
下课铃,2
响,3
一年级,9
鱼贯而出,1
李启月,2
学杂费,1
全免,1
营养餐,1
李春林,1
一字排开,2
夜校,2
远程教育,2
技术培训,15
队长,30
敖敏,2
进村,10
还分,1
开阔视野,1
王先军,1
食用菌,5
姬菇,1
劳动力,8
做事,3
及部,1
结,2
穷亲,1
63,2
点对点,3
定向,5
干部群众,14
大合唱,2
挂图,2
干到底,1
72,5
纪友,1
连连,7
下半年,2
两层楼,1
单间,1
床铺,4
被褥,3
一应俱全,5
厨师,3
服务员,4
卫生室,3
设在,4
卫生院,22
轮流,12
坐诊,1
就诊,8
小病,1
不出,1
两不愁,2
到户,7
纸上,3
落到,5
喝水,4
翻越,6
大瑶山,1
水源,15
蛇,3
草帽,2
套鞋,1
长衣,1
长裤,2
水量,4
充足,7
东,15
饮水,18
水源地,6
铺设,4
每家每户,6
供水管,5
余公里,6
甘甜,1
山泉水,1
架桥,1
建房,13
描绘,7
共同努力,8
果苗,1
前提条件,1
株,9
押金,2
领回去,1
成活,1
奖励,18
大包大揽,1
有所不为,1
打消,9
白,5
水果,18
余亩,18
出笼,1
余羽,1
务工人员,7
补助,19
往返,11
交通费,2
186,4
联结,5
龙头企业,12
抱团,8
王焕平,1
夹芯板,1
中联重科,1
103,4
挖机,2
一栋,8
综合楼,2
出租,7
唐,7
建国,8
柳德新,1
彭团,1
迟来,3
社保卡,10
想来,1
真是,15
交了,4
这钱,2
没白交,1
不多,1
我交,2
换来,8
很拉风,1
发卡,2
年月日,4
稀罕,1
同一个,5
相差,2
好几年,4
总之,2
旭辉,2
林中,5
看好,5
房地产,19
房价,5
根本原因,1
企业家,19
如是说,6
角度,13
人均收入,1
二线,3
四线,3
平均水平,7
之内,3
导入,1
长效机制,13
窗口期,2
波动,6
中长期,2
平缓,1
上涨,5
这片,17
格桑,1
人人,25
南职,2
格桑花,4
很漂亮,2
喔,1
馒头,8
爸比,6
上周,3
人比花,2
....,5
职院,21
俨然,6
三五成群,1
带上,14
哈哈哈,5
哈哈,1
阵仗,1
惊到,1
岚,4
金葵,2
哇,3
可不,1
满眼,1
花花,2
热闹,12
秋游,1
几张,3
教学秩序,1
对外开放,8
下个,2
早点,4
周边游,1
游妹,1
陆川县,4
冉冉升起,2
冯杏村,3
清湖,2
冯,22
冯杏,1
冯村,5
竣工,7
投入使用,17
庆典,6
花絮,1
群狮,1
共舞,2
锣鼓喧天,2
迎着,4
文官,1
相接,3
博白县,2
文地,1
交界,5
西,19
宁潭镇,1
莫林村,1
九洲,2
江,10
黎湛铁路,1
玉湛,1
从村,1
傍边,1
穿过,9
历史悠久,6
最北,1
村屯,2
党员,195
全局观念,1
淳朴,4
善良,12
好客,1
崇尚,11
村风,2
仁人志士,1
集思广益,2
群策群力,2
自筹,1
硬化,10
地基,2
平整,5
修整,4
初现,2
雏形,4
日日夜夜,2
多平方米,2
此举,3
文化娱乐,3
镇内,7
牢记,44
逐年,7
筹划,2
一元,2
第三层,1
党委政府,9
致力,5
勤劳,6
团结,40
敢为人先,3
正迎,1
雄风,1
昂首阔步,1
翟晓川,7
爱妻,2
赛后,3
撒一波,1
狗,4
粮,4
虎,6
扑,3
赛季,2
常规赛,1
第轮,1
今晚,6
战罢,1
北京队,1
主场,1
广州队,1
复出,1
球队,2
两连胜,1
带伤,1
心疼,12
可怜,6
强忍,5
痛,4
摔倒,10
盖帽,1
每场,1
不顾一切,1
赢,5
亲爱,1
微博上,1
有数,1
本场,3
替补,1
出战,1
篮板,1
陈贵镇,4
落地生根,12
程,2
旭东,3
红领巾,9
心向,1
共入,1
班队,2
广播系统,1
全校师生,6
督导员,2
王昆柏,1
全镇,14
形式多样,8
青少年,41
乌尔禾区,2
档案局,3
支部,20
慰问,35
中新网,14
日电,19
武宣,2
克拉玛依市,3
中心医院,4
何蕙珍,2
何蕙,1
珍于,1
确诊,5
急性,3
淋巴细胞,1
白血病,4
病情,11
病情恶化,3
昂贵,2
医疗费,3
护理费,2
使本,1
为何,11
蕙珍,1
制订,6
惦记着,3
关怀,27
我心,2
黑暗,4
紧紧,13
握住,3
比尔盖茨,5
首富,3
马云,8
声势浩大,3
阿里,3
替代,8
业界,4
知名人士,1
聚餐,3
聚会,3
赞赏,5
现如今,3
势头,8
潜质,1
蚂蚁,4
金服,3
月度,2
占据,5
无线,8
流行起来,1
一旦,28
上市,9
当下,10
在外,17
媒,1
领袖,6
第二位,2
由此可见,3
绝对,12
正因如此,1
褒奖,3
授权,5
讲解,57
吉林市,2
龙潭,3
公局,1
老大爷,12
径直,3
海报,5
广播电台,4
收听到,1
贴近,12
智能手机,6
生疏,1
咨询电话,1
半左右,3
热情,48
大爷,41
等候,9
应用软件,1
手把手,5
教,9
耽误,13
委婉,1
新买,1
真快,1
清流,2
百姓生活,10
细致入微,5
可信,6
实用,12
真幸福,1
熟练,6
解答,18
诚挚,7
面,12
喜悦,5
改道,5
黄河,30
滩区,36
美好生活,23
铜川,3
传媒网,1
踏访,2
千里,8
志在,1
一个多,5
苦难,3
迁建,9
轰轰烈烈,2
甩,2
进,60
旋涡,1
侵夺,1
淮河,1
入海流,1
兰考,2
铜瓦,1
厢,1
决口,2
急转,1
调头,1
奔流,1
入海,1
堤防,9
鲁豫,1
两省,3
数十万,1
河滩,3
频繁,15
水患,5
繁衍生息,1
迄今已,3
逾万人,1
他家,20
锅碗瓢盆,2
稀松,1
寻常,1
切,3
豆腐,1
地往,1
河里,8
一会儿,5
工夫,1
鄄城县,2
王庄村,3
李忠学,2
不止一次,1
罗庄,3
中秋,8
窝棚,2
河南省,26
长垣县,1
武邱乡,1
罗寨,3
村岁,1
罗广茂,1
翻,10
但此,1
早已,20
彼,1
受灾,17
一家人,15
投奔,3
对岸,1
亲戚家,5
多口,2
人挤,1
院子,12
东平县,5
银,11
刘庄村,2
刘振臣,1
大水,1
冲毁,5
一南,1
一北,1
一分,4
过节,4
投亲靠友,3
乞食,1
骨肉分离,1
一辈子,10
磨灭,1
记忆,10
祖祖辈辈,3
八难,2
为伴,5
灌溉,7
吃水难,2
就医难,2
安居,3
娶亲,1
拉土,2
垫,6
拆房,2
房,11
避,2
水房,1
各式,1
房台,2
高低,2
忽高忽低,1
紧挨,2
取土,1
垫台,4
大坑,1
沙大,1
水退,1
沙不退,1
平地,4
积沙,1
越积越,2
加高,4
盖,8
六次,1
盖房,6
台基,1
涨到,1
老房子,5
屋顶,6
百位,1
每户,7
最多,11
攒钱,2
还账,1
濮阳县,1
人大,12
爱民,3
死循环,1
千辛万苦,2
挣钱,10
房屋,36
血汗钱,1
耗尽,2
心血,11
感情,24
复杂,15
爱有,1
恨,2
顺从,1
田地,3
被淹,1
毁,4
切肤之痛,1
搬出,2
一代,7
企及,1
两期,3
意在,1
近代,5
遗留问题,1
全面完成,9
各项任务,4
防洪,10
外迁,3
就近,9
筑村,1
筑堤,1
旧村,1
撤离,21
地势,3
低洼,2
险情,25
万人整,1
村外,1
迁,1
形势,27
滩,4
洪水,20
淹没,4
上图,1
耿,7
山口,6
下图,2
复耕,1
北刘村,1
拼版,1
郭绪,1
雷摄,1
首批,22
耿进平,2
未眠,1
搬不出,1
死不瞑目,1
一早,4
捐款,13
筹资,1
下决心,3
村户,1
敲锣打鼓,1
点灯,1
放炮,1
浩浩荡荡,3
搬家,5
长龙,1
开进,3
驻地,19
气势恢宏,1
砖,9
立面,2
住宅楼,2
拔地而起,2
喷泉,1
加紧,4
不难,2
城镇化,3
迅即,1
百年,6
跨入,3
新天地,4
发改,2
余平方公里,1
广袤,4
集,18
生态农业,9
水资源,16
综合利用,6
人水,2
漂泊,2
动荡,4
终生,4
逃离,4
向着,5
进发,5
由栋,1
迁出,4
刘庄,3
兴建,1
民刘振臣,1
明年,11
飘香,4
分离,5
横幅,8
大字,1
熠熠生辉,2
入围,1
另附,1
北郊,6
最热十展,1
航,1
招生,8
排行榜,4
初审,5
算得,1
第一所,1
新学,1
名为,3
学堂,3
改为,5
秦省,1
改名,4
建校,1
高新,7
一中,7
师资,4
高考,14
文理科,2
脱颖而出,6
挤破,2
名校,5
交大,4
附中,1
追溯到,4
前身,3
南洋,1
公学,1
迁至,2
附属中学,1
重建,13
曲江,4
管委会,21
师范,10
大合,1
一所,6
师大附中,2
管理工作,26
陕,5
备课,2
考试卷,1
短,11
不容,5
小觑,1
老牌,3
名声,5
踏实,15
不在学,1
区内,21
进来,9
家长会,2
课余,2
挺,15
武术,1
舞蹈,28
国画,1
多上,1
一节课,2
英语,6
朗文,1
教材,13
国际型,1
安保,20
过硬,17
首选,3
师范大学,2
锦园,3
新世纪,8
优雅,2
数学,6
据说,5
教学要求,1
西工大,2
附小,1
附属小学,13
常有,6
经发,4
西航,4
三校,3
各执一词,1
择校,1
另有,3
二校,1
四校,1
普遍认为,1
经开,5
五小在,1
之初,4
五小,1
差别,4
生源,1
五小是,1
私立学校,1
二者,1
发给,4
五小有,1
算是,7
午休,4
午饭时间,1
认真负责,7
名气,2
好像,8
响亮,8
仍然,20
口碑,2
班级,18
班,50
实验班,2
语文,3
昌吉市,11
一体化,47
优先发展,3
体制,15
医疗卫生,13
各个领域,3
契合,2
产业政策,1
功在当代,1
利在,1
千秋,1
昌吉州,1
昌吉,5
市委书记,11
孟凡,1
推介会,8
致辞,16
紧紧围绕,25
长治久安,3
农牧民,9
三城,2
同创,2
一特,1
一村,17
一品,5
一韵,1
拉开,8
拓展,55
缩小,2
差距,9
繁荣,4
亲商,1
扶商,1
安商,1
富商,1
简化,14
郑敏,1
出新,4
阶段性,6
铁网,1
一二三,2
产,7
城乡建设,1
修复,14
确立,9
时间表,6
任务书,1
路线图,3
得响,1
立得,1
硬招,1
实招,4
钉钉子,2
开花结果,2
生产总值,13
公共财政,1
城镇居民,3
支配,5
百分之八,1
农村居民,3
卫生城市,4
园林城市,5
中小城市,1
文明城市,32
碧玉,2
链水,1
渔业,16
颜值,5
气质,5
分院,3
宝润,1
等家,1
潍坊,13
导语,1
实事,14
发布会,20
党工委,37
各项事业,3
利民,10
新思路,2
交上,4
哪些,10
打霸治痞,1
全破,1
指数,6
运行机制,5
处警,4
巡防,5
警灯,1
闪亮,4
居民小区,4
发案,8
高达个,1
交通管理,17
交通秩序,17
渣土,4
组合拳,5
户籍制度,3
迁入,1
户口,15
原个,1
工作日,11
事项,33
至个,1
签注,3
港澳台,4
自助,19
交通违章,2
刷卡,2
治区,1
软环境,1
超前,4
法制教育,2
上门服务,4
警企,1
全方位,29
办学条件,3
大观,1
瀚声,1
欣诚,1
中小学,30
学位,3
学前教育,4
教师,140
补充,6
师资队伍,5
校长,49
名园,2
优秀教师,8
教师节,2
争做,16
爱戴,3
配备,7
正装,4
校服,8
委员会,46
一校,4
基础教育,9
庄严,9
高位,11
均衡,9
融和,3
潍坊市,3
心理健康,16
公立医院,2
加成,1
现行,2
医技,1
特检,5
降价,1
让利,2
卫生,56
定额,4
年级,14
龋齿,1
修补,4
新发,1
脑卒中,1
乳腺癌,2
宫颈癌,1
甲状腺,2
筛查,3
公共卫生,8
均等化,3
流动人口,4
均等,1
计划生育,5
二孩,2
生育,3
扶助,1
助学,16
应届,1
助学金,5
孕前,2
优生,2
健康检查,3
扩大,55
怀孕,4
夫妇,6
便民服务,19
分流,16
参保,4
经办,4
商易通,1
智能机,1
网银,1
认真落实,11
养老保险,3
养老金,6
每人,19
医疗保险,3
每人每年,2
制度化,16
问答,9
柜员,3
制,8
人员选拔,1
业务培训,4
自年,1
任一,1
下期,1
叫住,2
临沂,15
老城区,12
新城,24
千篇一律,2
最本,1
生活态度,2
老城,13
一街,1
一巷,1
影子,1
邻里,24
话家常,1
声声,2
叫卖,1
浓浓的,5
市井,5
风情,7
分外,1
七遇,1
浮现,1
脑海,3
略显,1
笔直,1
前方,13
老路,1
蔽天,1
梧桐,4
静止,2
纹路,1
在我看来,1
新城区,4
长着,1
同一,3
面孔,4
大同小异,1
老街,2
小巷,15
街坊,3
幽静,1
巷子,9
几十年如一日,4
经由,2
刻痕,1
少见,3
老式,1
小楼,4
复,1
浓重,2
岁月,7
隔,5
两重,1
巷口,1
嘈杂,1
喧闹,1
静谧,4
安宁,5
舒缓,3
心定,1
气闲,1
沂州路,1
沂蒙,1
洗,4
砚池,1
考棚,1
关帝庙,1
关东,1
长长的,1
境况,1
记念,1
临沂人,7
归属,1
会拉低,1
逼格,2
浓,6
爱待,1
爱去,1
商场,9
吃喝玩乐,3
菜场,3
水产,3
副食,1
一条街,7
味儿,2
显山露水,1
平民,4
过日子,2
光顾,3
选到,1
一物,1
早起,2
湿漉漉,1
幽长,1
香味,2
小食店,1
菜市场,6
挑拣,1
新鲜,13
青翠欲滴,1
青菜,2
一筐,1
红光满面,1
番茄,1
一碗,8
白粥,1
糁,2
汤,15
几根,1
油条,2
几笼,1
汤包,1
店,16
早晚,3
挤满,1
早餐,6
市井气,1
刻,1
味道,16
餐厅,3
装修,11
菜品,2
精致,3
口福,1
炒鸡,1
羊汤,1
最最,1
正宗,3
数不尽,1
小吃,4
老字号,1
不变,6
口感,2
吃透,3
没吃遍,1
店家,2
习惯,26
节奏,7
来来往往,2
老面孔,1
眷恋着,1
那可真,2
总能,8
不起眼,3
赞,21
围着,2
一圈,2
白领,1
排队,19
北城,2
很窄,1
窄得,1
空调,4
么,2
乘风,1
凉,2
一泼,1
竹板,1
凳子,2
一坐,2
井水,1
冰镇,1
西瓜,8
凉爽,2
开心,36
去逛,1
大集,3
熙熙攘攘,3
逛逛,2
缠,4
不得了,2
熟,4
发小,2
记忆里,2
窜,4
打闹,3
叫卖声,1
木箱,2
许久,1
再见,5
棒冰,1
不曾,3
远去,1
花生,12
劲,4
抽,6
播放,19
阳光明媚,2
大事,17
早茶,2
东方广场,1
搞,30
热情高涨,3
涌现,3
争先,6
创录,1
领班,2
场面,8
燃点,1
宇宙,4
小明,3
捕捉,2
主持人,11
两枚,1
这粒,1
画布,1
酒宝,1
开波,1
最威,1
誓要,2
强人,1
世界纪录,1
共同完成,1
佛山人,1
男女老少,1
热诚,1
奉献,61
手上,8
这颗,2
一粒,2
粒,1
顿时,6
多么,8
不缺,2
三粒,1
.......,1
令人兴奋,1
创记录,1
公证,2
一刻,11
恭喜,1
棒棒,1
吃过饭,1
后小明,1
摊位,5
元素,6
舞狮,5
艺术细胞,1
小游戏,1
礼品,4
欢乐,10
激动人心,2
游送,1
大奖,5
别以为,1
潮人,1
音乐,21
热潮,18
各组,3
本土,4
歌手,6
献唱,1
一浪大过,1
一浪,1
听得,2
如痴如醉,1
双蒸,1
晚安,1
若有,2
零下,2
撞倒,4
跪地,4
河套,3
骑着,3
非机动,1
三轮车,26
不幸,18
动弹,7
单膝,2
走红,2
躺倒,1
年纪,15
从此,18
急忙,5
掐,16
脉搏,4
心脏,7
扶到,2
墙边,1
坐下,4
这名,13
坏人,2
真可怜,1
还好,7
发情,1
兽,1
扶人,1
要钱,2
扶个,1
老太太,10
讹,2
怎能,2
喜人,1
微笑,8
敷衍,1
伤痕,2
丶,1
赶集,8
健康长寿,2
新陽,1
阿穆,1
寄赖,1
美小乖,1
人面,1
慈心,1
善,7
非商,1
即贵,1
老天,5
保佑,1
祝愿,8
平安无恙,1
肉,4
肉麻,1
城西,6
张军,2
丐娱,1
貌似,1
今天下午,1
镇党委,8
左数,1
满满的,7
只卖,1
拉面,5
开店,2
狂,1
小妹,3
凭,11
潘慰,1
卖掉,9
肯德基,1
麦当劳,1
汉堡,1
索性,2
工作量,6
水漂,1
日本,9
千,3
筹集,6
一千万,1
顶,6
指责,5
从骨,1
汤到,1
控,4
女王,2
兴化,2
樊金如,1
先看,1
兴化市,4
昭阳,4
综治,35
悬挂,6
宣传画,1
展板,8
反邪教,1
禁毒,47
丰富多彩,9
手册,10
图文并茂,3
热情接待,1
答疑,6
解惑,6
气氛,14
热烈,12
领取,9
络绎不绝,3
二百余,1
来园,1
常识,9
开放日,9
兴农,2
表达,26
汪荣波,6
贫困生,2
金陵,2
肖雪,1
家境贫寒,1
几经,4
辍学,5
复读,1
考上,7
南京农业大学,1
兽医,2
警服,6
无缘,2
年市,1
警犬,5
人中,1
如愿,2
医治,2
下才,1
百家饭,1
百家衣,1
半工半读,1
挣够,1
饲养,5
生病,10
夸赞,2
上学时,1
贫困学生,8
延续下去,4
令,12
萍萍,1
南师大,1
农大,2
在职,9
学历,3
训导,1
牵,5
共筑,6
昨天下午,2
亭湖区,3
盐城,17
小小,6
报童,3
警营,6
客人,4
反拐,1
辨别,3
高清,6
显示屏,5
屏幕,3
兴奋不已,2
警用,7
器械,5
面对面,19
开阔,5
训练有素,1
起枪,1
操,1
分解,6
动作,7
硬气功,1
单手,1
劈,1
射击,3
馆里,1
神枪手,1
荷枪实弹,1
亲子活动,1
及其,29
受益匪浅,2
警民,16
加深,13
增进,14
放大,8
姜堰,5
联盟,15
倡导,21
泰州市,14
联合会,10
东康社,1
成功经验,3
弱势群体,7
防灾,5
减灾,9
自救,11
互救,4
拓宽,17
救急,2
泰州,15
海陵区,6
东康,4
居委会,16
首家,9
授牌,4
安康,63
爱企联,3
顾问,5
军分区,4
南社,1
会长,13
庄义,2
春,5
行政许可,7
处处长,11
戴祝英,1
部长,28
卞,4
扬扬,2
涓,2
李春荣,2
沈鹰,5
教授,25
理事长,4
李如齐,1
蓝道,2
锋,2
秘书长,17
姜,10
健民,2
向东,2
康,4
丁顺兰,3
颁发,13
聘书,2
委托,22
宣言,2
慈善,42
一律,11
六条,1
十件,2
45610,1
春向,1
授予,16
铜牌,1
具体内容,1
应邀参加,3
皇仕堡,1
古月,1
大酒店,2
私人,5
美发,2
江阴,11
青蛙,1
厨房,17
连锁,2
万邦,1
总代理,1
导医,1
社区卫生,19
商会,9
华理,1
四知堂,1
互助会,2
蔡司,1
眼视光,1
科,22
理事,6
网络传媒,1
人寿保险,1
一堂,10
徐锋,1
周尧铭,1
罗马,1
假日,5
波波,1
%,2
g7,1
R,3
V,3
r,3
57,15
附件,29
168.52,1
KB,16
P,5
$,8
C0,1
u1,1
',10
h,6
K,3
177.32,1
b,9
C2,1
E,3
l0,1
y,6
133.11,1
g,1
{,14
B,1
W,1
#,33
N,2
247.71,1
S,1
S0,1
H1,1
123.27,1
z,2
h0,1
X,3
v1,1
W0,1
b3,1
_%,1
s,4
203.89,1
D,1
],13
U1,1
T5,1
111.56,1
A7,1
Q,3
U,1
193.21,1
H,1
q4,1
j5,1
D0,1
w,2
k3,1
100.92,1
o9,1
q,2
104.92,1
&,4
amp,2
c#,1
I3,1
Q1,1
Y,2
117.46,1
T0,1
L,2
u5,1
134.41,1
X3,1
d4,1
110.97,1
V7,1
i4,1
p,4
k,7
89.04,1
Q4,1
f,2
L0,1
y6,1
y7,1
J,1
129.23,1
B6,1
L6,1
r1,1
g2,1
G,1
o8,1
^,1
Z%,1
三高五,5
清军,1
拥军,5
姜黎,1
志成,1
卫滨区,12
孔凡旭,1
带队,20
兴业,1
盛泰,2
事宜,13
洽谈,10
达成,32
合作意向,4
迅速行动,3
小分队,10
服务业,16
拟,4
重大项目,26
投资额,1
69,4
新乡,1
永和,3
置业,2
铁西,3
银座,3
商贸城,3
南益,1
鲁商,1
万平方米,10
博雅,3
社区服务,5
领导带头,4
香江,2
冯利霞,1
招商引资,31
豫,2
安川,1
首钢,2
成泽,1
商丘,2
实地,30
察看,11
浙商,2
黄达,2
蔡,11
法家,2
欧蓓莎,1
家具,2
建材,11
西环,1
实地考察,4
心在,1
德州,9
天虹,1
控股集团,3
鼎富,1
鸿源,1
区域开发,1
全顺,1
铜业,1
妥善处置,3
推介,21
高层,5
客商,17
66,8
28.4,1
新开工,9
励泉,1
包装,14
光盘,2
协议书,2
引资,5
引智,6
以商,2
新一轮,15
阻人,1
陆公轩,1
六合区,7
龙袍,3
杨先生,2
上半年,36
老太,3
长江,26
芦苇荡,1
久久,9
徘徊,2
守候,5
不怎么,1
孝顺,10
拖累,3
想不开,4
寻短见,2
感激涕零,1
无锡,24
南长,2
党组织,68
核心作用,5
不断改进,2
党员干部,48
工作作风,20
起好,3
同心同德,3
学习型,5
该行,11
三会,4
一课,5
地用,2
头脑,2
理想信念,9
正气,2
赋予,14
内涵,26
有利于,25
良好氛围,14
队伍素质,2
全面提高,5
担负,5
职工群众,4
党的方针,1
党员队伍,4
知识结构,1
示范岗,8
调动,12
积极性,29
先进性,3
表率作用,2
当好,10
倡导者,2
角色,18
人心,17
以人为本,6
团队精神,2
时代精神,2
鲜明个性,1
塑造,13
企业形象,2
喜闻乐见,7
向上,13
文体,13
凝聚力,20
向心力,5
发展观,4
切实加强,7
两手抓,1
两手硬,1
责任区,2
思想动态,1
劳动组合,1
搞好,8
分配,14
模范,12
表率,6
堡垒作用,5
法尔,13
胜,13
插上,4
双翅,1
跨度,1
缆索,3
钢,2
桁梁,1
悬索桥,2
主跨,1
1480,1
洞庭湖,1
二桥,2
胜泓,1
昇,5
拿下,5
主缆,1
土耳其,2
伊兹,1
米特,1
海湾大桥,2
横跨,3
欧亚大陆,1
第四,18
单根,1
悬索,2
承接,10
钢丝绳,8
